src_ip,dst_ip,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.0.46,172.16.0.1,40074,6001,6,0.461,3,162,54,54,54,0,RST-ACK Flood
10.0.0.9,172.16.0.4,19407,8080,17,0.001,2,328,214,114,164,70.71067812,UDP Flood
10.0.0.40,172.16.0.1,59163,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.63,172.16.0.1,36496,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.39,172.16.0.1,56645,6001,6,8.203,3,162,54,54,54,0,RST-ACK Flood
10.0.0.54,172.16.0.1,52936,6001,6,2.801,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.4,172.16.0.1,47386,6001,6,0.278,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48468,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53423,6001,6,3.912,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.207,172.16.0.2,2739,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.2,172.16.0.1,48938,6001,6,3.896,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.57,172.16.0.1,44676,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.81,172.16.0.1,33565,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.65,172.16.0.1,40300,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.65,172.16.0.1,40302,6001,6,0.375,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.58,172.16.0.1,60090,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.66,172.16.0.1,55200,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.59,172.16.0.1,38248,6001,6,0.096,3,162,54,54,54,0,RST-ACK Flood
10.0.0.97,172.16.0.1,33176,6001,6,0,2,148,74,74,74,0,RST-ACK Flood
10.0.0.51,172.16.0.1,55648,6001,6,0,2,108,54,54,54,0,RST-ACK Flood
10.0.0.208,172.16.0.2,10179,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.29,172.16.0.1,42382,6001,6,0.013,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53780,6001,6,1.527,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48274,6001,6,0.015,3,162,54,54,54,0,RST-ACK Flood
10.0.0.129,172.16.0.1,41640,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50865,6001,6,2.578,3,162,54,54,54,0,RST-ACK Flood
10.0.0.87,172.16.0.1,34156,6001,6,1.505,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.209,172.16.0.2,51814,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.53,172.16.0.1,46932,6001,6,0.027,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.55,172.16.0.1,43128,6001,6,2.807,3,162,54,54,54,0,RST-ACK Flood
10.0.0.17,172.16.0.1,52852,6001,6,0.172,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48470,6001,6,0.004,3,162,54,54,54,0,RST-ACK Flood
10.0.0.207,172.16.0.2,2741,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.207,172.16.0.2,2740,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.9,172.16.0.4,17165,8080,17,0.011,2,300,162,138,150,16.97056275,UDP Flood
10.0.0.38,172.16.0.1,45910,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56646,6001,6,0.011,3,162,54,54,54,0,RST-ACK Flood
10.0.0.116,172.16.0.1,60136,6001,6,8.982,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,40076,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.117,172.16.0.1,37322,6001,6,0.506,3,162,54,54,54,0,RST-ACK Flood
10.0.0.67,172.16.0.1,52130,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.47,172.16.0.1,48420,6001,6,0.005,3,162,54,54,54,0,RST-ACK Flood
10.0.0.95,172.16.0.1,42240,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50866,6001,6,0.021,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48790,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.92,172.16.0.1,47852,6001,6,0.556,3,162,54,54,54,0,RST-ACK Flood
10.0.0.115,172.16.0.1,40260,6001,6,1.949,4,256,74,54,64,11.54700538,RST-ACK Flood
10.0.0.53,172.16.0.1,46934,6001,6,0.003,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.52,172.16.0.1,34966,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.129,172.16.0.1,41642,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.28,172.16.0.1,50932,6001,6,0.198,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42383,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.32,172.16.0.1,46965,6001,6,0.006,3,162,54,54,54,0,RST-ACK Flood
10.0.0.61,172.16.0.1,23229,6001,6,0.027,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.51,172.16.0.1,55648,6001,6,0,1,54,54,54,54,0,RST-ACK Flood
10.0.0.49,172.16.0.1,58594,6001,6,0.831,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.36,172.16.0.1,46712,6001,6,0.839,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.97,172.16.0.1,33176,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.121,172.16.0.1,54620,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.182,172.16.0.2,21120,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.2,172.16.0.1,48940,6001,6,0.003,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.1,172.16.0.1,53424,6001,6,3.231,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.4,172.16.0.1,47388,6001,6,2.067,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,40078,6001,6,0.024,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36608,6001,6,0.024,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,40080,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.141,172.16.0.2,40076,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.117,172.16.0.1,37324,6001,6,1.443,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50867,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.64,172.16.0.1,37972,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48276,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.33,172.16.0.1,56435,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48792,6001,6,0.648,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56647,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.75,172.16.0.1,40604,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.40,172.16.0.1,59164,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.115,172.16.0.1,40260,6001,6,0,1,54,54,54,54,0,RST-ACK Flood
10.0.0.148,172.16.0.2,38770,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.53,172.16.0.1,46936,6001,6,0.006,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.54,172.16.0.1,52938,6001,6,1.837,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.65,172.16.0.1,40304,6001,6,0.208,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.68,172.16.0.1,38351,6001,6,0.031,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.110,172.16.0.1,21594,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36610,6001,6,0.005,3,162,54,54,54,0,RST-ACK Flood
10.0.0.14,172.16.0.1,48472,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53425,6001,6,0.054,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.35,172.16.0.1,53782,6001,6,0.01,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42384,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53784,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.129,172.16.0.1,41644,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50868,6001,6,0.102,3,162,54,54,54,0,RST-ACK Flood
10.0.0.83,172.16.0.1,45260,6001,6,0.028,3,162,54,54,54,0,RST-ACK Flood
10.0.0.49,172.16.0.1,58596,6001,6,0.025,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.51,172.16.0.1,55650,6001,6,7.79,3,162,54,54,54,0,RST-ACK Flood
10.0.0.41,172.16.0.1,60740,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56648,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.105,172.16.0.1,33432,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.9,172.16.0.4,17296,8080,17,11.938,35,41976,1328,82,1199.314286,335.6237189,UDP Flood
10.0.0.39,172.16.0.1,56649,6001,6,0.036,3,162,54,54,54,0,RST-ACK Flood
10.0.0.210,172.16.0.2,43803,443,6,0,1,54,54,54,54,0,RST Flood
10.0.0.4,172.16.0.1,47390,6001,6,0,2,148,74,74,74,0,RST-ACK Flood
10.0.0.13,172.16.0.1,45195,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.22,172.16.0.1,52325,6001,6,0.01,3,162,54,54,54,0,RST-ACK Flood
10.0.0.71,172.16.0.1,50046,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,40082,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.47,172.16.0.1,48422,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,40084,6001,6,10.288,3,162,54,54,54,0,RST-ACK Flood
10.0.0.85,172.16.0.1,41206,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.99,172.16.0.1,58668,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.53,172.16.0.1,46938,6001,6,0.033,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.42,172.16.0.1,37214,6001,6,1.288,3,162,54,54,54,0,RST-ACK Flood
10.0.0.106,172.16.0.1,41564,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42385,6001,6,0.667,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48278,6001,6,0.679,3,162,54,54,54,0,RST-ACK Flood
10.0.0.91,172.16.0.1,33910,6001,6,3.708,3,162,54,54,54,0,RST-ACK Flood
10.0.0.77,172.16.0.1,56522,6001,6,0.004,3,162,54,54,54,0,RST-ACK Flood
10.0.0.102,172.16.0.1,33218,6001,6,2.129,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.39,172.16.0.1,56650,6001,6,0.016,3,162,54,54,54,0,RST-ACK Flood
10.0.0.136,172.16.0.2,28419,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.37,172.16.0.1,51358,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.60,172.16.0.1,47256,6001,6,0.063,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.59,172.16.0.1,38250,6001,6,0.003,2,108,54,54,54,0,RST-ACK Flood
10.0.0.130,172.16.0.2,50963,443,6,0,1,54,54,54,54,0,RST Flood
10.0.0.30,172.16.0.1,50869,6001,6,0.03,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48794,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.78,172.16.0.1,55786,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.2,172.16.0.1,48942,6001,6,0.025,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.10,172.16.0.1,56362,6001,6,0.004,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.12,172.16.0.1,26153,6001,6,0.024,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53426,6001,6,3.917,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.53,172.16.0.1,46940,6001,6,0.763,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.119,172.16.0.1,42938,6001,6,0.004,3,162,54,54,54,0,RST-ACK Flood
10.0.0.52,172.16.0.1,34968,6001,6,0.002,4,256,74,54,64,11.54700538,RST-ACK Flood
10.0.0.129,172.16.0.1,41646,6001,6,0.239,3,162,54,54,54,0,RST-ACK Flood
10.0.0.70,172.16.0.1,45124,6001,6,0.979,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.57,172.16.0.1,44678,6001,6,0.729,3,162,54,54,54,0,RST-ACK Flood
10.0.0.117,172.16.0.1,37326,6001,6,0.106,3,162,54,54,54,0,RST-ACK Flood
10.0.0.143,172.16.0.1,55878,6001,6,0.086,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36612,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,40086,6001,6,0.059,3,162,54,54,54,0,RST-ACK Flood
10.0.0.67,172.16.0.1,52132,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.65,172.16.0.1,40306,6001,6,0,2,148,74,74,74,0,RST-ACK Flood
10.0.0.71,172.16.0.1,50048,6001,6,0.001,2,108,54,54,54,0,RST-ACK Flood
10.0.0.21,172.16.0.1,60823,6001,6,0.036,3,162,54,54,54,0,RST-ACK Flood
10.0.0.14,172.16.0.1,48474,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.17,172.16.0.1,52854,6001,6,0.003,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.211,172.16.0.5,45377,80,6,29.831,19,1254,66,66,66,0,ACK Flood
10.0.0.212,172.16.0.6,4518,65506,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.213,172.16.0.7,443,51480,6,55.892,9,11952,1328,1328,1328,0,ACK Flood
10.0.0.214,172.16.0.8,9849,443,6,1.688,10,12540,1254,1254,1254,0,ACK Flood
10.0.0.215,172.16.0.9,51870,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.0.216,172.16.0.10,37800,80,6,0,1,525,525,525,525,0,ACK Flood
10.0.0.217,172.16.0.11,9007,443,6,0,1,198,198,198,198,0,ACK Flood
10.0.0.218,172.16.0.12,7489,52878,6,58.782,2,108,54,54,54,0,ACK Flood
10.0.0.219,172.16.0.13,51590,443,6,11.876,4,264,66,66,66,0,ACK Flood
10.0.0.212,172.16.0.14,4485,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.220,172.16.0.15,54540,443,6,58.332,18,1140,66,54,63.33333333,5.133511583,ACK Flood
10.0.0.221,172.16.0.6,58090,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.220,172.16.0.15,63740,443,6,58.334,17,1002,66,54,58.94117647,6.087595874,ACK Flood
10.0.0.221,172.16.0.6,57951,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.222,172.16.0.14,28823,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.222,172.16.0.14,28828,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.223,172.16.0.9,30005,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.0.222,172.16.0.14,28832,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.221,172.16.0.6,57862,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.224,172.16.0.16,443,35636,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.0.225,172.16.0.17,14153,8567,6,1.11,2,956,890,66,478,582.6559877,ACK Flood
10.0.0.226,172.16.0.16,443,43344,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.0.225,172.16.0.17,14152,8567,6,0.228,2,882,816,66,441,530.3300859,ACK Flood
10.0.0.227,172.16.0.18,23475,443,6,54.82,3,198,66,66,66,0,ACK Flood
10.0.0.228,172.16.0.16,443,56276,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.0.221,172.16.0.6,58895,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.229,172.16.0.19,54515,443,6,0.22,4,424,146,66,106,46.18802154,TCP Connection Flood
10.0.0.230,172.16.0.20,12995,80,6,8.446,23,1242,54,54,54,0,ACK Flood
10.0.0.225,172.16.0.17,14160,8567,6,3.436,2,878,812,66,439,527.5016588,ACK Flood
10.0.0.231,172.16.0.21,27686,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.232,172.16.0.22,9063,80,6,1.248,2,2010,1328,682,1005,456.7909806,ACK Flood
10.0.0.233,172.16.0.23,59833,33571,6,14.96,7,378,54,54,54,0,ACK Flood
10.0.0.234,172.16.0.14,37383,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.235,172.16.0.2,52336,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.0.236,172.16.0.24,36807,80,6,52.802,8,860,256,54,107.5,91.80569543,TCP Connection Flood
10.0.0.237,172.16.0.22,39405,80,6,0,1,430,430,430,430,0,ACK Flood
10.0.0.238,172.16.0.25,443,43854,6,55.647,36,47808,1328,1328,1328,0,ACK Flood
10.0.0.239,172.16.0.21,44310,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.0.240,172.16.0.26,24642,24889,6,42.193,2,132,66,66,66,0,ACK Flood
10.0.0.240,172.16.0.26,24641,24889,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.241,172.16.0.6,18986,65508,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.242,172.16.0.27,39544,443,6,5.385,4,264,66,66,66,0,TCP Connection Flood
10.0.0.218,172.16.0.12,7426,52878,6,49.889,2,108,54,54,54,0,ACK Flood
10.0.0.243,172.16.0.28,61183,9567,6,51.463,10,1666,557,66,166.6,205.8171789,TCP Connection Flood
10.0.0.244,172.16.0.29,15742,443,6,52.834,36,1944,54,54,54,0,ACK Flood
10.0.0.233,172.16.0.23,59444,33571,6,0,1,564,564,564,564,0,ACK Flood
10.0.0.245,172.16.0.30,53951,29907,6,22.937,8,588,106,54,73.5,26.91255681,ACK Flood
10.0.0.246,172.16.0.31,13335,5566,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.247,172.16.0.22,22972,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.248,172.16.0.32,57520,443,6,51.251,2,163,97,66,81.5,21.92031022,ACK Flood
10.0.0.249,172.16.0.33,14389,80,6,2.89,2,493,427,66,246.5,255.265548,ACK Flood
10.0.0.250,172.16.0.34,62583,443,6,48.602,12,852,78,66,71,6.179143807,ACK Flood
10.0.0.251,172.16.0.35,58193,80,6,12.405,4,4183,1328,291,1045.75,505.0322597,ACK Flood
10.0.0.252,172.16.0.34,38387,443,6,0.001,2,132,66,66,66,0,ACK Flood
10.0.0.253,172.16.0.23,59823,33571,6,48.604,17,918,54,54,54,0,ACK Flood
10.0.0.254,172.16.0.6,25877,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.255,172.16.0.36,3926,80,6,52.22,22,1452,66,66,66,0,ACK Flood
10.0.0.255,172.16.0.36,3919,80,6,4.564,5,330,66,66,66,0,ACK Flood
10.0.0.254,172.16.0.6,26255,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.254,172.16.0.6,26256,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.0,172.16.0.37,34498,443,6,0,1,686,686,686,686,0,ACK Flood
10.0.1.1,172.16.0.38,16592,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.2,172.16.0.17,63123,8567,6,0,1,78,78,78,78,0,SYN Flood
10.0.0.221,172.16.0.6,58891,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.251,172.16.0.35,58192,80,6,1.653,3,2722,1328,66,907.3333333,728.6160397,ACK Flood
10.0.0.244,172.16.0.29,15734,443,6,49.906,31,2299,679,54,74.16129032,112.2533138,ACK Flood
10.0.1.3,172.16.0.39,63013,443,6,32.931,18,972,54,54,54,0,TCP Connection Flood
10.0.1.4,172.16.0.9,32869,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.5,172.16.0.40,4713,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.0.234,172.16.0.14,37395,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.234,172.16.0.14,37397,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.234,172.16.0.14,37391,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.234,172.16.0.14,37396,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.6,172.16.0.2,6929,443,6,46.621,2,132,66,66,66,0,FIN-RST Flood
10.0.1.6,172.16.0.2,6919,443,6,46.592,2,132,66,66,66,0,FIN-RST Flood
10.0.0.221,172.16.0.6,15898,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.220,172.16.0.15,63742,443,6,36.63,8,432,54,54,54,0,ACK Flood
10.0.1.7,172.16.0.41,3651,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.1.8,172.16.0.6,2918,65506,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.9,172.16.0.42,41853,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.1.10,172.16.0.22,38460,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.11,172.16.0.43,37137,80,6,47.077,6,420,78,66,70,6.196773354,TCP Connection Flood
10.0.1.12,172.16.0.44,9094,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.1.13,172.16.0.45,15254,443,6,47.06,4,264,66,66,66,0,ACK Flood
10.0.1.14,172.16.0.46,443,59884,6,48.427,2,2656,1328,1328,1328,0,ACK Flood
10.0.1.15,172.16.0.30,16465,15640,6,31.744,2,1382,1328,54,691,900.8540392,ACK Flood
10.0.1.16,172.16.0.28,45352,9567,6,0.001,2,156,78,78,78,0,TCP Connection Flood
10.0.1.17,172.16.0.47,52929,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.18,172.16.0.48,443,39368,6,0,1,1328,1328,1328,1328,0,ACK Flood
10.0.1.19,172.16.0.49,21668,80,6,48.036,66,4356,66,66,66,0,ACK Flood
10.0.1.20,172.16.0.6,27074,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.20,172.16.0.6,24899,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.21,172.16.0.50,56230,443,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.22,172.16.0.38,6858,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.1.23,172.16.0.14,2822,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.24,172.16.0.20,45492,80,6,46.889,10,684,74,66,68.4,3.864367132,ACK Flood
10.0.0.218,172.16.0.12,7618,52878,6,35.816,2,164,110,54,82,39.59797975,ACK Flood
10.0.1.25,172.16.0.51,1055,26588,6,43.807,5,6640,1328,1328,1328,0,ACK Flood
10.0.1.26,172.16.0.52,15636,23389,6,0,1,171,171,171,171,0,ACK Flood
10.0.1.27,172.16.0.46,443,59961,6,45.103,4,5312,1328,1328,1328,0,ACK Flood
10.0.1.28,172.16.0.14,51930,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.251,172.16.0.35,58126,80,6,6.438,3,2722,1328,66,907.3333333,728.6160397,ACK Flood
10.0.0.248,172.16.0.32,57730,443,6,44.341,2,163,97,66,81.5,21.92031022,ACK Flood
10.0.0.240,172.16.0.26,24634,24889,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.29,172.16.0.14,33663,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.239,172.16.0.38,51324,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.1.30,172.16.0.53,52735,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.31,172.16.0.47,9692,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.1.32,172.16.0.13,6533,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.225,172.16.0.17,14150,8567,6,0,1,78,78,78,78,0,ACK Flood
10.0.1.33,172.16.0.28,20069,80,6,0.021,2,132,66,66,66,0,TCP Connection Flood
10.0.0.230,172.16.0.20,12996,80,6,40.615,30,1620,54,54,54,0,ACK Flood
10.0.1.34,172.16.0.54,36629,9567,6,1.091,4,1002,435,66,250.5,213.0422493,TCP Connection Flood
10.0.1.35,172.16.0.55,7932,443,6,26.913,12,924,78,66,77,3.464101615,ACK Flood
10.0.1.36,172.16.0.16,443,56714,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.1.37,172.16.0.56,49435,24889,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.38,172.16.0.57,37048,80,6,5.497,2,665,611,54,332.5,393.8584771,ACK Flood
10.0.1.39,172.16.0.26,51496,24882,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.40,172.16.0.44,1308,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.255,172.16.0.36,3924,80,6,5.652,7,1627,1207,66,232.4285714,429.7828355,ACK Flood
10.0.1.41,172.16.0.58,40609,443,6,47.511,3,760,628,66,253.3333333,324.4708513,ACK Flood
10.0.1.33,172.16.0.28,20071,443,6,2.77,4,1298,583,66,324.5,298.4900892,TCP Connection Flood
10.0.1.42,172.16.0.25,47579,443,6,33.442,2,132,66,66,66,0,ACK Flood
10.0.1.43,172.16.0.59,48529,59228,6,4.507,9,486,54,54,54,0,ACK Flood
10.0.1.44,172.16.0.19,42777,443,6,23.13,20,3114,1071,54,155.7,313.0259952,TCP Connection Flood
10.0.1.45,172.16.0.60,8531,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.46,172.16.0.61,40058,443,6,0.002,2,132,66,66,66,0,TCP Connection Flood
10.0.1.47,172.16.0.62,17897,443,6,39.968,7,462,66,66,66,0,ACK Flood
10.0.1.48,172.16.0.40,12836,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.1.49,172.16.0.63,80,57266,6,14.59,10,13280,1328,1328,1328,0,ACK Flood
10.0.0.222,172.16.0.14,28822,65510,6,0,1,54,54,54,54,0,ACK Flood
10.0.0.223,172.16.0.9,30133,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.0.220,172.16.0.15,63769,443,6,34.765,11,594,54,54,54,0,ACK Flood
10.0.1.50,172.16.0.25,31306,443,6,16.834,3,1490,1328,66,496.6666667,720.1120283,ACK Flood
10.0.1.51,172.16.0.64,37298,443,6,0,1,78,78,78,78,0,TCP Connection Flood
10.0.0.222,172.16.0.14,28839,65510,6,0,1,54,54,54,54,0,ACK Flood
