src_ip,dst_ip,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.7.215,172.16.0.27,16580,443,6,0,1,78,78,78,78,0,TCP Connection Flood
10.0.9.89,172.16.0.37,80,35578,6,0,1,66,66,66,66,0,ACK Flood
10.0.8.207,172.16.0.2,12672,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.90,172.16.0.44,1228,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.88,172.16.0.105,26265,80,6,0,1,54,54,54,54,0,ACK Flood
10.0.9.91,172.16.0.61,31961,443,6,0.001,2,180,90,90,90,0,TCP Connection Flood
10.0.1.39,172.16.0.26,51603,24882,6,0,1,54,54,54,54,0,ACK Flood
10.0.9.92,172.16.0.16,80,56626,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.2.122,172.16.0.9,20621,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.93,172.16.0.47,27665,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.94,172.16.0.54,18889,9567,6,8.659,7,3030,705,66,432.8571429,339.4453459,TCP Connection Flood
10.0.1.239,172.16.0.87,16466,443,6,7.626,9,594,66,66,66,0,ACK Flood
10.0.9.95,172.16.0.28,31766,9567,6,6.657,6,1546,629,66,257.6666667,287.6836225,TCP Connection Flood
10.0.1.118,172.16.0.77,33415,443,6,9.101,12,2408,869,66,200.6666667,311.7301669,ACK Flood
10.0.8.137,172.16.0.40,36554,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.173,172.16.0.86,5042,3389,6,0,1,147,147,147,147,0,ACK Flood
10.0.7.18,172.16.0.40,14008,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.7.235,172.16.0.43,57010,80,6,1.476,3,999,867,66,333,462.4575656,TCP Connection Flood
10.0.4.66,172.16.0.103,55814,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.189,172.16.0.88,57890,443,6,0,1,242,242,242,242,0,ACK Flood
10.0.8.55,172.16.0.9,30093,80,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.96,172.16.0.22,24244,80,6,0,1,349,349,349,349,0,ACK Flood
10.0.2.58,172.16.0.14,9866,65510,6,0,1,236,236,236,236,0,ACK Flood
10.0.9.97,172.16.0.47,33397,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.98,172.16.0.102,50502,443,6,0,1,54,54,54,54,0,ACK Flood
10.0.9.99,172.16.0.47,23639,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.8.194,172.16.0.28,14348,443,6,0,2,148,74,74,74,0,TCP Connection Flood
10.0.0.249,172.16.0.33,15563,80,6,0.142,2,493,427,66,246.5,255.265548,ACK Flood
10.0.0.248,172.16.0.32,59410,443,6,7.669,5,973,583,66,194.6,223.872285,ACK Flood
10.0.5.112,172.16.0.40,50375,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.95,172.16.0.28,32241,9567,6,6.92,4,288,78,66,72,6.92820323,TCP Connection Flood
10.0.8.247,172.16.0.65,20151,443,6,0,1,62,62,62,62,0,SYN Flood
10.0.8.191,172.16.0.22,12352,80,6,0.002,3,198,66,66,66,0,ACK Flood
10.0.5.80,172.16.0.21,26526,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.100,172.16.0.92,65042,80,6,6.291,3,206,74,66,68.66666667,4.618802154,TCP Connection Flood
10.0.1.4,172.16.0.9,32609,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.9.95,172.16.0.28,32240,9567,6,0.001,2,156,78,78,78,0,TCP Connection Flood
10.0.7.229,172.16.0.83,8280,443,6,5.835,3,436,316,54,145.3333333,147.9234036,TCP Connection Flood
10.0.9.101,172.16.0.16,80,41680,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.8.241,172.16.0.28,34285,9567,6,5.703,4,280,74,66,70,4.618802154,TCP Connection Flood
10.0.1.233,172.16.0.9,40904,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.74,172.16.0.47,52993,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.4.51,172.16.0.17,40066,8567,6,0,1,78,78,78,78,0,SYN Flood
10.0.5.112,172.16.0.40,50709,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.2.244,172.16.0.48,9572,443,6,5.9,3,198,66,66,66,0,ACK Flood
10.0.7.201,172.16.0.22,15799,80,6,0.328,2,1964,1328,636,982,489.3178926,ACK Flood
10.0.9.102,172.16.0.10,13699,39880,6,0,1,405,405,405,405,0,ACK Flood
10.0.9.103,172.16.0.28,43645,9567,6,2.717,6,972,342,66,162,139.5306418,TCP Connection Flood
10.0.7.201,172.16.0.22,15714,80,6,0.13,2,2105,1254,851,1052.5,284.9640328,ACK Flood
10.0.1.159,172.16.0.22,51372,80,6,2.784,2,379,313,66,189.5,174.655375,ACK Flood
10.0.8.70,172.16.0.57,51554,80,6,5.741,3,667,510,54,222.3333333,250.3284509,ACK Flood
10.0.3.50,172.16.0.73,443,47402,6,0,1,875,875,875,875,0,ACK Flood
10.0.9.104,172.16.0.16,443,59746,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.6.54,172.16.0.69,24752,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.206,172.16.0.64,28301,443,6,0,1,351,351,351,351,0,TCP Connection Flood
10.0.0.236,172.16.0.24,36821,80,6,6.855,4,240,66,54,60,6.92820323,TCP Connection Flood
10.0.9.105,172.16.0.28,6996,9567,6,0.001,2,148,74,74,74,0,TCP Connection Flood
10.0.7.119,172.16.0.45,34436,443,6,1.829,2,597,501,96,298.5,286.3782464,ACK Flood
10.0.9.106,172.16.0.21,29930,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.217,172.16.0.9,48412,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.247,172.16.0.22,29875,80,6,2.539,3,2026,1328,66,675.3333333,632.1149684,ACK Flood
10.0.4.51,172.16.0.17,38144,8567,6,0,1,66,66,66,66,0,ACK Flood
10.0.9.107,172.16.0.41,46714,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.189,172.16.0.88,58209,443,6,5.787,3,686,578,54,228.6666667,302.5315411,ACK Flood
10.0.7.26,172.16.0.40,49126,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.108,172.16.0.2,51505,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.5.237,172.16.0.28,7638,9696,6,0.101,2,148,74,74,74,0,TCP Connection Flood
10.0.1.87,172.16.0.72,80,10593,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.1.87,172.16.0.72,80,10594,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.0.242,172.16.0.27,39543,443,6,0.001,2,132,66,66,66,0,TCP Connection Flood
10.0.4.218,172.16.0.107,34761,80,6,0,1,597,597,597,597,0,ACK Flood
10.0.9.109,172.16.0.44,16105,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.0.233,172.16.0.23,59100,33571,6,0,1,55,55,55,55,0,ACK Flood
10.0.9.109,172.16.0.44,16112,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.9.110,172.16.0.42,34118,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.26,172.16.0.61,14724,443,6,0.001,2,132,66,66,66,0,TCP Connection Flood
10.0.8.125,172.16.0.22,33412,80,6,0.205,2,132,66,66,66,0,ACK Flood
10.0.7.59,172.16.0.47,14798,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.6.203,172.16.0.55,3709,443,6,4.569,13,1217,241,66,93.61538462,56.00526532,ACK Flood
10.0.8.134,172.16.0.28,45858,9567,6,0.515,2,1836,918,918,918,0,TCP Connection Flood
10.0.8.93,172.16.0.28,16944,9567,6,0,2,148,74,74,74,0,TCP Connection Flood
10.0.4.143,172.16.0.17,7003,8567,6,0,1,78,78,78,78,0,SYN Flood
10.0.9.111,172.16.0.16,443,40880,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.9.112,172.16.0.38,45961,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.6.53,172.16.0.84,37437,443,6,0,1,161,161,161,161,0,ACK Flood
10.0.1.69,172.16.0.68,80,57590,6,0,1,590,590,590,590,0,ACK Flood
10.0.2.74,172.16.0.47,21583,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.113,172.16.0.73,443,51836,6,0.047,10,11991,1328,54,1199.1,402.3747424,ACK Flood
10.0.9.114,172.16.0.17,45545,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.115,172.16.0.83,7810,443,6,0,1,55,55,55,55,0,TCP Connection Flood
10.0.9.116,172.16.0.28,5412,9567,6,0,2,156,78,78,78,0,TCP Connection Flood
10.0.9.117,172.16.0.17,60059,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.106,172.16.0.21,29934,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.118,172.16.0.42,60099,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.1.71,172.16.0.60,54551,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.1.211,172.16.0.13,46128,443,6,0.424,3,435,273,66,145,111.8615215,ACK Flood
10.0.1.101,172.16.0.66,1804,80,6,0,1,220,220,220,220,0,ACK Flood
10.0.8.122,172.16.0.79,6745,9008,6,0.001,2,114,60,54,57,4.242640687,ACK Flood
10.0.8.198,172.16.0.19,53966,443,6,0.347,4,450,120,105,112.5,8.660254038,TCP Connection Flood
10.0.1.221,172.16.0.9,61953,80,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.9.119,172.16.0.58,30013,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.0.249,172.16.0.33,15564,80,6,0.296,2,493,427,66,246.5,255.265548,ACK Flood
10.0.1.240,172.16.0.9,14169,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.225,172.16.0.75,57350,443,6,0,1,298,298,298,298,0,ACK Flood
10.0.1.70,172.16.0.66,53742,80,6,0.001,2,180,114,66,90,33.9411255,ACK Flood
10.0.1.142,172.16.0.41,32251,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.6.106,172.16.0.15,59362,443,6,0,1,496,496,496,496,0,ACK Flood
10.0.8.35,172.16.0.28,47103,9567,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.1.178,172.16.0.38,7727,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.120,172.16.0.28,11777,9567,6,0.007,2,132,66,66,66,0,TCP Connection Flood
10.0.8.34,172.16.0.80,22008,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.8.34,172.16.0.80,22007,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.174,172.16.0.88,443,36638,6,0,1,54,54,54,54,0,ACK Flood
10.0.9.117,172.16.0.74,40547,80,6,0,1,791,791,791,791,0,ACK Flood
10.0.9.121,172.16.0.44,46784,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.9.121,172.16.0.44,46783,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.1.65,172.16.0.93,39055,80,6,0,1,54,54,54,54,0,ACK Flood
10.0.9.85,172.16.0.100,49336,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.9.121,172.16.0.44,46779,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.1.15,172.16.0.30,16465,15640,6,0,1,54,54,54,54,0,ACK Flood
10.0.4.7,172.16.0.6,43700,65510,6,0,1,223,223,223,223,0,ACK Flood
10.0.9.122,172.16.0.5,17907,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.3.250,172.16.0.43,28207,80,6,0,1,745,745,745,745,0,TCP Connection Flood
10.0.9.123,172.16.0.38,58130,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.8.200,172.16.0.111,58586,80,6,0,1,640,640,640,640,0,ACK Flood
10.0.3.136,172.16.0.17,59544,8567,6,0,1,78,78,78,78,0,SYN Flood
10.0.8.38,172.16.0.44,16500,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.6.60,172.16.0.16,443,36632,6,0,1,70,70,70,70,0,SYN_ACK Flood
10.0.6.9,172.16.0.42,43335,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.8.149,172.16.0.22,9483,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.9.124,172.16.0.2,34464,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.6.228,172.16.0.43,4427,80,6,12.277,11,726,66,66,66,0,TCP Connection Flood
10.0.8.163,172.16.0.61,23569,443,6,3.931,4,288,78,66,72,6.92820323,TCP Connection Flood
10.0.1.3,172.16.0.39,63013,443,6,57.137,31,1674,54,54,54,0,TCP Connection Flood
10.0.2.84,172.16.0.22,40232,80,6,1.639,2,132,66,66,66,0,ACK Flood
10.0.7.246,172.16.0.17,55995,8567,6,35.333,5,1504,530,54,300.8,228.7503005,ACK Flood
10.0.4.159,172.16.0.39,18581,443,6,51.939,40,2640,66,66,66,0,TCP Connection Flood
10.0.1.21,172.16.0.50,56236,443,6,0,1,600,600,600,600,0,ACK Flood
10.0.9.17,172.16.0.65,15040,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.0.240,172.16.0.26,24633,24889,6,28.636,3,198,66,66,66,0,ACK Flood
10.0.8.149,172.16.0.22,9483,80,6,0.002,3,210,78,66,70,6.92820323,ACK Flood
10.0.8.172,172.16.0.97,39441,80,6,30.333,5,330,66,66,66,0,ACK Flood
10.0.1.67,172.16.0.67,65395,443,6,56.941,64,4260,78,66,66.5625,2.55650431,ACK Flood
10.0.2.70,172.16.0.13,2298,443,6,49.82,17,22576,1328,1328,1328,0,ACK Flood
10.0.1.118,172.16.0.77,33415,443,6,3.66,2,935,869,66,467.5,567.8067453,ACK Flood
10.0.9.36,172.16.0.42,12798,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.1.118,172.16.0.77,33277,443,6,16.009,154,10500,78,66,68.18181818,4.64343594,ACK Flood
10.0.9.26,172.16.0.61,14724,443,6,0,2,132,66,66,66,0,TCP Connection Flood
10.0.0.220,172.16.0.15,54540,443,6,29.862,20,1080,54,54,54,0,ACK Flood
10.0.0.220,172.16.0.15,63740,443,6,37.932,18,972,54,54,54,0,ACK Flood
10.0.0.220,172.16.0.15,63769,443,6,36.242,20,2137,1063,54,106.85,225.107524,ACK Flood
10.0.9.95,172.16.0.28,32240,9567,6,0.002,2,132,66,66,66,0,TCP Connection Flood
10.0.9.108,172.16.0.2,51505,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.1.50,172.16.0.25,31306,443,6,25.072,4,264,66,66,66,0,ACK Flood
10.0.0.220,172.16.0.15,63741,443,6,53.548,26,1404,54,54,54,0,ACK Flood
10.0.5.130,172.16.0.40,21018,2095,6,0,1,74,74,74,74,0,SYN Flood
10.0.4.155,172.16.0.15,27278,443,6,0,1,1118,1118,1118,1118,0,ACK Flood
10.0.0.248,172.16.0.32,59382,443,6,22.219,3,796,633,66,265.3333333,318.785717,ACK Flood
10.0.1.26,172.16.0.52,15636,23389,6,22.972,12,1775,171,54,147.9166667,29.93161398,ACK Flood
10.0.4.198,172.16.0.28,55288,9567,6,41.334,8,2002,795,66,250.25,336.2451274,TCP Connection Flood
10.0.0.233,172.16.0.23,59833,33571,6,53.308,32,1776,66,54,55.5,4.03212903,ACK Flood
10.0.0.248,172.16.0.32,59434,443,6,53.065,7,1671,601,66,238.7142857,245.4721398,ACK Flood
10.0.7.201,172.16.0.22,15680,80,6,0.04,2,1920,1328,592,960,520.430591,ACK Flood
10.0.0.220,172.16.0.15,63742,443,6,53.471,21,2239,1063,54,106.6190476,219.2132469,ACK Flood
10.0.1.175,172.16.0.67,49192,443,6,34.572,11,1243,298,66,113,90.52623929,ACK Flood
10.0.6.148,172.16.0.104,57827,443,6,21.962,16,3565,259,66,222.8125,77.80078727,ACK Flood
10.0.7.215,172.16.0.39,16575,443,6,41.643,8,1840,629,66,230,249.5905218,TCP Connection Flood
10.0.0.253,172.16.0.23,59823,33571,6,51.388,43,2322,54,54,54,0,ACK Flood
10.0.3.248,172.16.0.23,27300,33571,6,53.031,26,1404,54,54,54,0,ACK Flood
10.0.1.189,172.16.0.88,58209,443,6,14.665,29,1566,54,54,54,0,ACK Flood
10.0.1.39,172.16.0.26,51657,24882,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.170,172.16.0.53,16007,443,6,26.748,6,1620,632,66,270,281.9787226,ACK Flood
10.0.9.125,172.16.0.44,56337,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.1.13,172.16.0.45,15254,443,6,54.461,14,924,66,66,66,0,ACK Flood
10.0.7.46,172.16.0.39,27283,443,6,30.544,24,1296,54,54,54,0,TCP Connection Flood
10.0.5.151,172.16.0.85,2264,443,6,34.857,2,887,833,54,443.5,550.8361825,ACK Flood
10.0.9.126,172.16.0.16,80,50196,6,0,1,66,66,66,66,0,SYN_ACK Flood
10.0.1.47,172.16.0.62,17897,443,6,54.429,16,1056,66,66,66,0,ACK Flood
10.0.9.122,172.16.0.5,17907,80,6,46.416,4,640,442,66,160,188,ACK Flood
10.0.9.127,172.16.0.38,36665,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.4.155,172.16.0.15,28296,443,6,0,1,1090,1090,1090,1090,0,ACK Flood
10.0.7.151,172.16.0.74,13530,80,6,0.051,2,144,78,66,72,8.485281374,ACK Flood
10.0.1.87,172.16.0.72,80,10601,6,0,1,74,74,74,74,0,SYN_ACK Flood
10.0.3.140,172.16.0.22,45694,80,6,23.964,3,562,430,66,187.3333333,210.155498,ACK Flood
10.0.0.236,172.16.0.24,36821,80,6,0.001,2,512,256,256,256,0,TCP Connection Flood
10.0.3.84,172.16.0.28,46681,9567,6,0.085,2,148,74,74,74,0,TCP Connection Flood
10.0.5.84,172.16.0.58,22547,443,6,8.343,2,583,517,66,291.5,318.9051583,ACK Flood
10.0.0.213,172.16.0.7,443,51488,6,51.388,26,34528,1328,1328,1328,0,ACK Flood
10.0.7.201,172.16.0.22,15808,80,6,21.388,6,4036,1328,54,672.6666667,570.4575941,ACK Flood
10.0.8.154,172.16.0.19,5346,443,6,20.719,4,288,78,66,72,6.92820323,TCP Connection Flood
10.0.1.219,172.16.0.34,59076,443,6,48.679,8,564,78,66,70.5,6.210590034,ACK Flood
10.0.1.217,172.16.0.93,48383,80,6,35.375,16,936,66,54,58.5,6,ACK Flood
10.0.2.134,172.16.0.39,39705,443,6,39.246,26,1716,66,66,66,0,TCP Connection Flood
10.0.7.201,172.16.0.22,15675,80,6,17.32,4,2222,1254,66,555.5,590.4244236,ACK Flood
10.0.0.216,172.16.0.10,37800,80,6,51.891,2,1048,525,523,524,1.414213562,ACK Flood
10.0.0.214,172.16.0.8,9849,443,6,18.413,112,140448,1254,1254,1254,0,ACK Flood
10.0.8.147,172.16.0.60,45915,443,6,0,1,54,54,54,54,0,FIN-RST Flood
10.0.7.235,172.16.0.43,56989,80,6,48.505,3,871,739,66,290.3333333,388.5567312,TCP Connection Flood
10.0.1.225,172.16.0.75,56350,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.9.105,172.16.0.28,6996,9567,6,0.001,2,132,66,66,66,0,TCP Connection Flood
10.0.1.19,172.16.0.49,21669,80,6,32.686,6,396,66,66,66,0,ACK Flood
10.0.7.201,172.16.0.22,15679,80,6,18.103,4,2198,1254,54,549.5,597.0602985,ACK Flood
10.0.9.32,172.16.0.6,8778,65510,6,13.763,3,181,66,54,60.33333333,6.027713773,ACK Flood
10.0.5.15,172.16.0.19,35382,443,6,48.933,11,1544,397,54,140.3636364,136.0693005,TCP Connection Flood
10.0.3.188,172.16.0.104,58572,443,6,52.723,11,3047,1328,66,277,359.9922221,ACK Flood
10.0.7.40,172.16.0.47,46650,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.0.220,172.16.0.15,63743,443,6,50.873,34,1980,66,54,58.23529412,5.820855001,ACK Flood
10.0.2.233,172.16.0.31,32940,6666,6,23.026,4,754,311,66,188.5,141.450816,ACK Flood
10.0.4.41,172.16.0.27,5551,443,6,0.008,2,132,66,66,66,0,TCP Connection Flood
10.0.2.72,172.16.0.99,11557,23389,6,6.962,3,446,192,127,148.6666667,37.5277675,ACK Flood
10.0.1.70,172.16.0.66,53740,80,6,12.536,11,810,78,66,73.63636364,6.054299749,ACK Flood
10.0.9.16,172.16.0.43,35650,80,6,0,1,66,66,66,66,0,TCP Connection Flood
10.0.8.119,172.16.0.65,6843,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.9.128,172.16.0.2,19596,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.255,172.16.0.54,40772,9567,6,13.08,3,206,74,66,68.66666667,4.618802154,TCP Connection Flood
10.0.1.63,172.16.0.8,33113,443,6,7.22,3,1343,1128,96,447.6666667,589.2981701,ACK Flood
10.0.1.21,172.16.0.50,56256,443,6,46.196,2,1220,610,610,610,0,ACK Flood
10.0.9.129,172.16.0.40,63142,443,6,0,1,74,74,74,74,0,SYN Flood
10.0.0.252,172.16.0.34,38579,443,6,48.228,13,882,78,66,67.84615385,4.506405697,ACK Flood
10.0.4.154,172.16.0.19,20005,443,6,51.191,8,4674,1328,54,584.25,525.6562565,TCP Connection Flood
10.0.7.229,172.16.0.83,8280,443,6,26.479,5,875,475,54,175,174.2225588,TCP Connection Flood
10.0.9.35,172.16.0.21,28432,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.9.130,172.16.0.19,64598,443,6,0.163,7,564,105,66,80.57142857,18.84902423,TCP Connection Flood
10.0.9.131,172.16.0.47,31696,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.7.15,172.16.0.39,22993,443,6,0.049,4,264,66,66,66,0,TCP Connection Flood
10.0.4.154,172.16.0.19,55386,443,6,7.177,5,1532,679,54,306.4,340.1709864,TCP Connection Flood
10.0.4.155,172.16.0.15,27259,443,6,0,1,1098,1098,1098,1098,0,ACK Flood
10.0.4.155,172.16.0.15,27277,443,6,0,1,1091,1091,1091,1091,0,ACK Flood
10.0.1.42,172.16.0.25,47579,443,6,23.701,4,264,66,66,66,0,ACK Flood
10.0.0.218,172.16.0.12,7426,52878,6,22.315,3,174,66,54,58,6.92820323,ACK Flood
10.0.1.254,172.16.0.8,1288,443,6,38.064,13,16302,1254,1254,1254,0,ACK Flood
10.0.4.155,172.16.0.15,27271,443,6,0,1,1113,1113,1113,1113,0,ACK Flood
10.0.9.132,172.16.0.19,21218,443,6,0.012,3,224,85,54,74.66666667,17.89785834,TCP Connection Flood
10.0.4.33,172.16.0.101,37263,443,6,52.664,15,1410,94,94,94,0,ACK Flood
10.0.9.133,172.16.0.44,63485,443,6,0,1,66,66,66,66,0,FIN-RST Flood
10.0.2.28,172.16.0.18,13764,443,6,0.894,2,2656,1328,1328,1328,0,ACK Flood
10.0.9.134,172.16.0.74,45123,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.8.27,172.16.0.40,5044,2095,6,0,1,66,66,66,66,0,SYN Flood
10.0.9.135,172.16.0.2,62781,443,6,0,1,78,78,78,78,0,SYN Flood
10.0.2.134,172.16.0.39,39706,443,6,2.231,12,792,66,66,66,0,TCP Connection Flood
10.0.2.244,172.16.0.48,9572,443,6,31.584,6,396,66,66,66,0,ACK Flood
10.0.1.240,172.16.0.93,14135,80,6,52.572,18,984,66,54,54.66666667,2.828427125,ACK Flood
10.0.8.80,172.16.0.14,4630,65510,6,21.923,2,293,239,54,146.5,130.8147545,ACK Flood
10.0.3.250,172.16.0.43,28209,80,6,0,1,54,54,54,54,0,TCP Connection Flood
10.0.5.210,172.16.0.18,37373,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.141,172.16.0.79,1971,7896,6,49.397,3,162,54,54,54,0,ACK Flood
10.0.5.147,172.16.0.6,5696,65510,6,0,1,66,66,66,66,0,ACK Flood
10.0.1.235,172.16.0.9,40238,80,6,0,1,74,74,74,74,0,FIN-RST Flood
10.0.8.138,172.16.0.13,11603,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.4.100,172.16.0.92,10752,80,6,5.846,4,1540,704,66,385,368.3494717,TCP Connection Flood
10.0.9.136,172.16.0.74,31430,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.8.70,172.16.0.57,51554,80,6,0,1,103,103,103,103,0,ACK Flood
10.0.1.156,172.16.0.66,50806,80,6,0,1,54,54,54,54,0,ACK Flood
10.0.1.224,172.16.0.69,18309,443,6,0,1,1328,1328,1328,1328,0,ACK Flood
10.0.0.248,172.16.0.32,59304,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.6.159,172.16.0.110,38615,443,6,50.464,44,3474,174,54,78.95454545,43.36216041,ACK Flood
10.0.1.130,172.16.0.22,19427,80,6,0,1,430,430,430,430,0,ACK Flood
10.0.2.221,172.16.0.10,33528,80,6,25.799,3,1226,586,54,408.6666667,307.1503432,ACK Flood
10.0.2.63,172.16.0.98,10504,80,6,19.677,14,1305,423,66,93.21428571,95.01755188,ACK Flood
10.0.7.235,172.16.0.43,56973,80,6,8.273,3,884,744,66,294.6666667,389.1546394,TCP Connection Flood
10.0.2.57,172.16.0.79,36503,5103,6,49.499,2,108,54,54,54,0,ACK Flood
10.0.1.107,172.16.0.9,40720,80,6,0,1,74,74,74,74,0,SYN Flood
10.0.2.65,172.16.0.66,38822,80,6,0,1,231,231,231,231,0,ACK Flood
10.0.2.159,172.16.0.78,41624,80,6,1.514,3,198,66,66,66,0,ACK Flood
10.0.1.93,172.16.0.10,64038,39880,6,21.951,6,2818,715,235,469.6666667,257.1308357,ACK Flood
10.0.1.69,172.16.0.68,80,64271,6,52.219,14,8260,590,590,590,0,ACK Flood
10.0.0.240,172.16.0.26,24409,24889,6,33.219,3,198,66,66,66,0,ACK Flood
10.0.0.240,172.16.0.26,24634,24889,6,33.149,3,198,66,66,66,0,ACK Flood
10.0.0.240,172.16.0.26,24642,24889,6,33.412,3,198,66,66,66,0,ACK Flood
10.0.7.11,172.16.0.39,14200,443,6,0,2,132,66,66,66,0,TCP Connection Flood
10.0.9.137,172.16.0.17,35869,8567,6,0,1,74,74,74,74,0,SYN Flood
10.0.8.18,172.16.0.19,45594,443,6,26.486,4,1228,548,66,307,278.2828297,TCP Connection Flood
10.0.1.39,172.16.0.56,56917,24882,6,25.438,3,162,54,54,54,0,ACK Flood
10.0.9.138,172.16.0.47,33147,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.7.235,172.16.0.43,57010,80,6,0.021,2,825,747,78,412.5,473.0544366,TCP Connection Flood
10.0.7.235,172.16.0.43,56659,80,6,8.183,3,873,733,66,291,382.8041275,TCP Connection Flood
10.0.2.201,172.16.0.19,55191,443,6,10.76,18,2626,200,54,145.8888889,52.0530147,TCP Connection Flood
10.0.1.105,172.16.0.73,443,40948,6,30.026,2,2656,1328,1328,1328,0,ACK Flood
10.0.9.139,172.16.0.74,43176,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.6.0,172.16.0.17,24691,8567,6,0,1,54,54,54,54,0,ACK Flood
10.0.9.4,172.16.0.54,11654,9567,6,20.357,8,2898,733,66,362.25,321.6727485,TCP Connection Flood
10.0.9.113,172.16.0.73,443,51836,6,6.256,2,2656,1328,1328,1328,0,ACK Flood
10.0.1.115,172.16.0.55,51465,443,6,0,1,66,66,66,66,0,ACK Flood
10.0.9.140,172.16.0.76,50168,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.2.47,172.16.0.47,9460,443,6,0,1,66,66,66,66,0,SYN Flood
10.0.7.74,172.16.0.78,45192,80,6,0,1,66,66,66,66,0,ACK Flood
10.0.5.245,172.16.0.27,57722,443,6,20.26,36,2376,66,66,66,0,TCP Connection Flood
